|Theme|Sub-theme|Candidate|Proposition|Priority|Keywords|Data_origin|Data_source|Created_at|Updated_at
258| Politiques Publiques|    Santé & crise sanitaire    | Nicolas  Dupont-Aignan|Relocalisation de la production des médicaments principaux et stratégiques : création d’un seuil de 50% de production en France pour qu'un médicament soit remboursé par la Sécurité sociale.|0||Programme|IFRAP|2022-01-20|2022-01-20
259| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Le financement de l’hôpital public et de la santé publique sera transformé : fini l’ONDAM et fonder les modalités d’évolution et de maîtrise de nos dépenses de santé sur des Objectifs Nationaux de Santé Publique (ONSP). Ces ONSP seront débattus par le Parlement chaque année au premier semestre, précédant ainsi les lois de financement de la Sécurité sociale. |0||Programme|IFRAP|2022-01-20|2022-01-20
260| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Empêcher la fermeture de 5 700 lits d'hopitaux.|0||Programme|IFRAP|2022-01-20|2022-01-20
261| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Les règles de tarification à l’acte aujourd’hui en vigueur, seront modifiées afin de garantir les ressources de l’hôpital public par une dotation correspondant aux besoins de santé de la population desservie. |0||Programme|IFRAP|2022-01-20|2022-01-20
262| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo| Pour soulager les urgences, faire en sorte que les médecins libéraux reprennent des permanences, principalement le week-end, et qu’elles soient connues de tous.|0||Programme|IFRAP|2022-01-20|2022-01-20
263| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Accroître les capacités d’accueil de nos facultés de médecine afin qu’elles forment, ce qui est nécessaire, jusqu’à 15 000 nouveaux médecins par an. Porter aussi les formations de soignants à 1 250 sages-femmes par an, 25 000 infirmiers et aides-soignants, 5 000 logisticiens, techniciens et agents hospitaliers. Poursuivre la revalorisation de leurs rémunérations et de leurs carrières pour rendre les métiers de l’hôpital à nouveau attractifs. |0||Programme|IFRAP|2022-01-20|2022-01-20
264| Politiques Publiques|    Santé & crise sanitaire    | Yannick Jadot|Lancer un vrai SÉGUR de la Santé pour revaloriser l'engagement des soignant·es, augmenter les effectifs et repenser la gouvernance de l'hôpital.|0||Programme|IFRAP|2022-01-20|2022-01-20
265| Politiques Publiques|    Santé & crise sanitaire    | Yannick Jadot|Retour à la gratuité des tests Covid.|0||Programme|IFRAP|2022-01-20|2022-01-20
266| Politiques Publiques|    Santé & crise sanitaire    | Marine Le Pen|Suppression du pass vaccinal.|0||Programme|IFRAP|2022-01-20|2022-01-20
267| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|              Chiffre clé             10 000 Ouvertures de places en EPHAD par an et pendant 5 ans|1||Programme|IFRAP|2022-01-20|2022-01-20
268| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Engager un plan pluriannuel de recrutement des professionnels du soin et du médico-social, revaloriser les métiers et les revenus et augmenter les capacités d'acceuil.|0||Programme|IFRAP|2022-01-20|2022-01-20
269| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Réouvrir des services d'urgences, des maternités et des EHPAD publics assurant un service de santé public de proximité à moins de 30min de chaque Français. Créer 10 000 places par an en EHPAD et ce, pendant 5 ans et recruter au moins 210 000 personnes.|0||Programme|IFRAP|2022-01-20|2022-01-20
270| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Créer un pôle public du médicament pour faciliter l’égal accès aux traitements, protéger la recherche de la finance et supprimer l’influence des entreprises privées dans les activités médicales et hospitalières, notamment par l’arrêt de l’accès libre des visiteurs médicaux à l’hôpital public.|0||Programme|IFRAP|2022-01-20|2022-01-20
271| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Combler les déserts médicaux, et créer un corps de médecins généralistes fonctionnaires rémunérés pendant leurs études afin de pallier l’insuffisance de médecins dans certaines zones. Suppression du numerus clausus et mobilisation de la médecine libérale. Créer des réseaux de centres de santé pluridisciplinaires publics.|0||Programme|IFRAP|2022-01-20|2022-01-20
272| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Affecter les recettes des taxes sur le cannabis à des programmes de lutte contre les addictions et pour une politique de prévention et d’aide à la désintoxication.|0||Programme|IFRAP|2022-01-20|2022-01-20
273| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Renforcer la médecine du travail.|0||Programme|IFRAP|2022-01-20|2022-01-20
274| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Abroger les lois sur l'état d'urgence sanitaire et le pass sanitaire.|0||Programme|IFRAP|2022-01-20|2022-01-20
275| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Interdire le dépôt de brevets sur les médicaments et les équipements nécessaires à une réponse sanitaire urgente. Réquisitionner les entreprises indispensables à la production de matériel sanitiaire.|0||Programme|IFRAP|2022-01-20|2022-01-20
276| Politiques Publiques|    Santé & crise sanitaire    | Jean-Luc Mélenchon|Supprimer la tarification à l'acte, revenir à la dotation globale de fonctionnement ainsi que sur les suppressions de lits et de personnels.|0||Programme|IFRAP|2022-01-20|2022-01-20
277| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Les tests PCR et antigéniques doivent être payants pour pousser à la vaccination.|0||Programme|IFRAP|2022-01-20|2022-01-20
278| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Élargir les compétences de tous les professionnels de santé et créer un nouveau métier d’« infirmier praticien » et mettre en place une procédure accélérée et simplifiée d’autorisation des délégations de tâche entre professionnels de santé.|0||Programme|IFRAP|2022-01-20|2022-01-20
279| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Créer un statut spécial pour les travailleurs des hôpitaux en favorisant leur droit au logement, qu’ils soient prioritaires, notamment dans les villes (valable pour tous les travailleurs de première ligne).|0||Programme|IFRAP|2022-01-20|2022-01-20
280| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Recruter 25 000 soignants supplémentaires en 5 ans à l’hôpital public.|0||Programme|IFRAP|2022-01-20|2022-01-20
281| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Demander à l’assurance maladie de prévoir, par région, une dotation « lutte contre la désertification sanitaire» qui permettra d’abonder la rémunération des professionnels de santé en fonction de leur activité dans les zones sous tension. Elle permettra d’aider les jeunes médecins à s’installer et à exercer à la fin de leurs études dans les zones qui en manquent, par exemple dans des maisons médicales. La région pourra demander aussi à utiliser cette dotation pour tous les professionnels de santé, du pédicure-podologue au dentiste, en fonction de la rareté de ces professions sur leurs territoires.|0||Programme|IFRAP|2022-01-20|2022-01-20
282| Politiques Publiques|    Santé & crise sanitaire    | Valérie Pécresse|Revaloriser financièrement les carrières des infirmières en renforçant les pratiques avancées et celles des sages-femmes en leur déléguant davantage de responsabilités. Permettre aux personnels paramédicaux ayant déjà cinq ans d’études supérieures de rejoindre le deuxième cycle des études médicales. Pour déverrouiller en pratique le numerus clausus et accroître le nombre de maîtres de stage et donc d’étudiants en médecine, j’autoriserai et développerai les stages d’internes dans les hôpitaux privés, quel que soit leur statut.|0||Programme|IFRAP|2022-01-20|2022-01-20
283| Politiques Publiques|    Santé & crise sanitaire    | Fabien Roussel|Engager un plan d'urgence, un plan de recrutement des personnels soignants et, pour cela, revaloriser ces metiers.|0||Programme|IFRAP|2022-01-20|2022-01-20
284| Politiques Publiques|    Santé & crise sanitaire    | Christiane Taubira |Créer 100 000 postes en 5 ans dans l'hôpital public.|0||Programme|IFRAP|2022-01-20|2022-01-20
285| Politiques Publiques|    Santé & crise sanitaire    | Christiane Taubira |Refonte des conditions d'installation et d'exercice des médecins, avec une obligation de résultat.|0||Programme|IFRAP|2022-01-20|2022-01-20
286| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |              Chiffre clé             1 000 médecins recrutés par l'Etat comme salariés|1||Programme|IFRAP|2022-01-20|2022-01-20
287| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Suppression de l'aide médiacale d'Etat (AME).|0||Programme|IFRAP|2022-01-20|2022-01-20
288| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Supression du pass sanitaire.|0||Programme|IFRAP|2022-01-20|2022-01-20
289| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Vaccination : réserver les doses de rappel uniquement pour les plus de 65 ans et hostile à la vaccination des enfants.|0||Programme|IFRAP|2022-01-20|2022-01-20
290| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Embauche par l’État embauche de 1 000 médecins pour les envoyer comme salariés dans les déserts médicaux.|0||Programme|IFRAP|2022-01-20|2022-01-20
291| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Restaurer le système de garde des médecins libéraux.|0||Programme|IFRAP|2022-01-20|2022-01-20
292| Politiques Publiques|    Santé & crise sanitaire    | Eric Zemmour |Suppression du numerus clausus et doublement de la capacité de formation.|0||Programme|IFRAP|2022-01-20|2022-01-20
293| Politiques Publiques|    Transport & SNCF    | Nicolas  Dupont-Aignan|Arrêt immédiat de la hausse des péages via la renationalisation des autoroutes ; et suppression définitive des péages en 2027 une fois les emprunts remboursés.|0||Programme|IFRAP|2022-01-20|2022-01-20
294| Politiques Publiques|    Transport & SNCF    | Nicolas  Dupont-Aignan|Suppression des restrictions de circulation liées à l’extension des Zones à Faibles Emissions dans les agglomérations de plus de 150000 habitants ; et vraie lutte contre la pollution atmosphérique majeure des flux maritimes liés aux échanges internationaux.|0||Programme|IFRAP|2022-01-20|2022-01-20
295| Politiques Publiques|    Transport & SNCF    | Nicolas  Dupont-Aignan|Suppression du permis à point  tout en luttant contre les vrais chauffards qui roulent sans permis avec des sanctions pénales fortes.|0||Programme|IFRAP|2022-01-20|2022-01-20
296| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|Diminuer la vitesse sur les autoroutes de 130 à 110km/h.|0||Programme|IFRAP|2022-01-20|2022-01-20
297| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|En partenariat avec les constructeurs et les loueurs de voiture, un système de leasing social sera créé : des véhicules électriques seront accessibles aux particuliers pour un coût mensuel inférieur aux frais d’un véhicule à essence. Les aides à l’acquisition de véhicules électriques et au retrofit seront renforcées par la création d’un prêt à taux zéro pour la mobilité durable. |0||Programme|IFRAP|2022-01-20|2022-01-20
298| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|Un million de bornes électriques supplémentaires seront déployées dans tout le pays, avec une priorité pour les zones rurales, dans un plan national, construit avec les collectivités territoriales, pour les infrastructures électriques et basées sur l’hydrogène.|0||Programme|IFRAP|2022-01-20|2022-01-20
299| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|Investir massivement dans le ferroviaire en lien avec les Régions pour financer le retour des petites lignes, des trains de nuit et du fret ferroviaire. Les déplacements en train bénéficieront d’un taux de TVA réduit.|0||Programme|IFRAP|2022-01-20|2022-01-20
300| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|Création d'une taxe empreinte carbone sur le billet d’avion lorsqu’une alternative ferroviaire comparable existe.|0||Programme|IFRAP|2022-01-20|2022-01-20
301| Politiques Publiques|    Transport & SNCF    | Anne Hidalgo|Doublement du fret ferroviaire d’ici à 2030 et la revitalisation des voies régulières de fret maritime et fluvial.|0||Programme|IFRAP|2022-01-20|2022-01-20
302| Politiques Publiques|    Transport & SNCF    | Yannick Jadot|La vente de voitures diesel et thermiques classiques sera interdite à partir de 2030. Le plan de transition automobile sera&nbsp;bâti avec les constructeurs, les équipementiers, les salarié-e-s, les collectivités, les consommateurs et les associations. Un bonus écologique sera accordé à l’achat ou à la location de véhicules d’occasion à basses émissions.|0||Programme|IFRAP|2022-01-20|2022-01-20
303| Politiques Publiques|    Transport & SNCF    | Yannick Jadot|Les Zones à Faibles Emissions seront généralisées au-delà des zones urbaines actuelles, d’ici à 2025 pour le diesel et d’ici à 2030 pour l’essence.|0||Programme|IFRAP|2022-01-20|2022-01-20
304| Politiques Publiques|    Transport & SNCF    | Yannick Jadot|"""Nous investissons sur les trains du quotidien et les gares de proximité. Nous instaurons un cadre favorisant le report des modes de transport depuis la route vers le fret ferroviaire et fluvial pour réduire de 50 % les émissions du transport logistique d’ici à 2030""."|0||Programme|IFRAP|2022-01-20|2022-01-20
305| Politiques Publiques|    Transport & SNCF    | Marine Le Pen|Nationalisation des autoroutes : pour permettre de faire baisser de 10 à 15% les péages et un milliard et demi d’euros devraient également revenir dans le budget de l’Etat, pour permettre de financer une politique de réaménagement du territoire.|0||Programme|IFRAP|2022-01-20|2022-01-20
306| Politiques Publiques|    Transport & SNCF    | Marine Le Pen|Opposée à l'interdiction des voitures dans les villes.|0||Programme|IFRAP|2022-01-20|2022-01-20
307| Politiques Publiques|    Transport & SNCF    | Marine Le Pen|Créer un crédit d’impôt sur l’IS portant sur une partie du montant des péages autoroutiers réglés par les transporteurs.|0||Programme|IFRAP|2022-01-20|2022-01-20
308| Politiques Publiques|    Transport & SNCF    | Marine Le Pen|Supprimer la taxe à l'essieu.|0||Programme|IFRAP|2022-01-20|2022-01-20
309| Politiques Publiques|    Transport & SNCF    | Marine Le Pen|Gratuité des trains pour jeune de moins de 25 ans, en dehors des heures de pointe.|0||Programme|IFRAP|2022-01-20|2022-01-20
310| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Renationaliser la SNCF et refuser la mise en concurrence des lignes de transports|0||Programme|IFRAP|2022-01-20|2022-01-20
311| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Refuser la suppression des lignes ferroviaires du quotidien et en réouvrir, augmenter le nombre de trans et garantir des tarifs accessibles, maintenir des guichets phyisques dans les gares.|0||Programme|IFRAP|2022-01-20|2022-01-20
312| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Développer les transports écologiques : refuser la libéralisation et la mise en concurrence du transport ferroviaire, adopter un plan de développement du ferroutage et de report modal (cabotage maritime et fluvial), nationaliser les autoroutes et les aéroports stratégiques.|0||Programme|IFRAP|2022-01-20|2022-01-20
313| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Repenser la mobilité individuelle : développer les usages partagés de la voiture et les mobilités douces (vélo, etc.). |0||Programme|IFRAP|2022-01-20|2022-01-20
314| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Supprimer les lignes aériennes quand l'alternative en train est inférieure à 4h.|0||Programme|IFRAP|2022-01-20|2022-01-20
315| Politiques Publiques|    Transport & SNCF    | Jean-Luc Mélenchon|Systématiser le recours au fret fluvial dès que possible.|0||Programme|IFRAP|2022-01-20|2022-01-20
316| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Proposer une aide de 6 000 € à l'achat d'un véhicule propre.|0||Programme|IFRAP|2022-01-20|2022-01-20
317| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Ne plus produire de voitures thermiques d'ici 2035 et développer les bornes de recharges et les filières industrielles françaises de production de tous les modes de transport électriques.|0||Programme|IFRAP|2022-01-20|2022-01-20
318| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Ne pas nationaliser les autoroutes, car les concessions finissent d'ici 9 ans.|0||Programme|IFRAP|2022-01-20|2022-01-20
319| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Baisser le prix des cartes grises de voitures non-polluantes.|0||Programme|IFRAP|2022-01-20|2022-01-20
320| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Ne pas limiter l'accès des voitures aux centres-villes, seulement aux hyper centres.|0||Programme|IFRAP|2022-01-20|2022-01-20
321| Politiques Publiques|    Transport & SNCF    | Valérie Pécresse|Instaurer un véritable service minimum dans les transports publics, se traduisant par un service normal aux heures de pointe.|0||Programme|IFRAP|2022-01-20|2022-01-20
322| Politiques Publiques|    Transport & SNCF    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
323| Politiques Publiques|    Transport & SNCF    | Christiane Taubira |Doubler le bonus écologique, sous condition de ressources, pour les véhicules propres.|0||Programme|IFRAP|2022-01-20|2022-01-20
324| Politiques Publiques|    Transport & SNCF    | Eric Zemmour |Supprimer le permis à points.|0||Programme|IFRAP|2022-01-20|2022-01-20
325| Politiques Publiques|    Transport & SNCF    | Eric Zemmour |Instaurer une limite de vitesse à 90km/h sur toutes les nationales.|0||Programme|IFRAP|2022-01-20|2022-01-20
326| Politiques Publiques|    Transport & SNCF    | Eric Zemmour |Retour aux 50km/h dans les agglomérations et mettre fin à toute interdiction de circuler en ville.|0||Programme|IFRAP|2022-01-20|2022-01-20
327| Politiques Publiques|    Transport & SNCF    | Eric Zemmour | Remboursement de la moitié des frais d'essence par l'entreprise pour tous les Français qui utilisent leur voiture pour aller travailler.|0||Programme|IFRAP|2022-01-20|2022-01-20
328| Politiques Publiques|    Transport & SNCF    | Eric Zemmour |Plafonner les amendes de stationnement à 17 euros sur tout le territoire.|0||Programme|IFRAP|2022-01-20|2022-01-20
329| Politiques Publiques|    Transport & SNCF    | Eric Zemmour |Allonger la durée de validité du contrôle technique de 2 à 3 ans et en dispenser les motos.|0||Programme|IFRAP|2022-01-20|2022-01-20
330| Emplois & Economie|    Assurance chômage & chômage partiel    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
331| Emplois & Economie|    Assurance chômage & chômage partiel    | Anne Hidalgo|Abroger la réforme de l’assurance-chômage et confier aux partenaires sociaux le soin de négocier une assurance-chômage universelle, système adapté aux besoins de notre temps, pleinement accessible aux jeunes, qui sécurisera les transitions professionnelles, facilitera la formation continue et permettra à notre modèle économique de faire face aux grandes mutations (changement climatique, révolution numérique et vieillissement de la population). |0||Programme|IFRAP|2022-01-20|2022-01-20
332| Emplois & Economie|    Assurance chômage & chômage partiel    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
333| Emplois & Economie|    Assurance chômage & chômage partiel    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
334| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|Créer une garantie d'emploi : tout chômeur de longue durée pourra se voir proposer d'être embauchée au moins au SMIC - revalorisé - dans un secteur d'urgence.|0||Programme|IFRAP|2022-01-20|2022-01-20
335| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|Indemniser les chômeurs en fonction de leurs derniers salaires grâce à une assurance calculée à partir du premier jour de travail.|0||Programme|IFRAP|2022-01-20|2022-01-20
336| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|"Supprimer l'obligation d'accepter une soi-disant ""offre raisonnable d'emploi""."|0||Programme|IFRAP|2022-01-20|2022-01-20
337| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|Cesser la radiation des chômeurs à la première absence à un rendez-vous et en finir avec la logique de radiation.|0||Programme|IFRAP|2022-01-20|2022-01-20
338| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|Rétablir un régime d'assurance-chômage spécifique pour les intermittents de l'emploi et les intérimaires.|0||Programme|IFRAP|2022-01-20|2022-01-20
339| Emplois & Economie|    Assurance chômage & chômage partiel    | Jean-Luc Mélenchon|Elargir la médecine du travail aux chômeurs avec visite obligatoire au-delà de 6 mois.|0||Programme|IFRAP|2022-01-20|2022-01-20
340| Emplois & Economie|    Assurance chômage & chômage partiel    | Valérie Pécresse|Poursuite de la réforme de l’assurance chômage en renforçant la dégressivité des allocations, après 6 mois, pour inciter à reprendre un travail ou une formation plus tôt (pour tous les salariés de moins de 50 ans rémunérés plus de 2 SMIC). |0||Programme|IFRAP|2022-01-20|2022-01-20
341| Emplois & Economie|    Assurance chômage & chômage partiel    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
342| Emplois & Economie|    Assurance chômage & chômage partiel    | Christiane Taubira |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
343| Emplois & Economie|    Assurance chômage & chômage partiel    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
344| Emplois & Economie|    Code du travail & temps de travail (35h)    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
345| Emplois & Economie|    Code du travail & temps de travail (35h)    | Anne Hidalgo|Sans modifier la durée légale, inciter les entreprises qui le souhaitent à avancer vers la réduction du temps de travail. Le compte épargne temps sera rendu universel et mieux doté afin que chaque Français puisse décider tout au long de sa vie de consacrer du temps à des projets personnels (s’occuper d’un proche, se former, s’engager dans une association, etc.)|0||Programme|IFRAP|2022-01-20|2022-01-20
346| Emplois & Economie|    Code du travail & temps de travail (35h)    | Anne Hidalgo|Mettre fin à la situation faite aux travailleurs des plateformes numériques, comme par exemple les livreurs, d’être des travailleurs indépendants. La loi établira en leur faveur une présomption de salariat afin qu’ils accèdent à l’ensemble des droits des salariés (SMIC, protection sociale, etc.). La charge de la preuve sera inversée et incombera aux dirigeants des plateformes. |0||Programme|IFRAP|2022-01-20|2022-01-20
347| Emplois & Economie|    Code du travail & temps de travail (35h)    | Yannick Jadot|Un droit au télétravail sera instauré (par exemple un jour par semaine), à décliner par la négociation collective. Pour les salarié-e-s ne pouvant en bénéficier, un droit à la modulation des horaires sera&nbsp;introduit pour faciliter la vie quotidienne, notamment par rapport aux transports|0||Programme|IFRAP|2022-01-20|2022-01-20
348| Emplois & Economie|    Code du travail & temps de travail (35h)    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
349| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|              Chiffre clé             32 heures Réduction du temps de travail par semaine|1||Programme|IFRAP|2022-01-20|2022-01-20
350| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Rétablir immédiatement la durée légale hebdomadaire à 35 heures en majorant les heures supplémentaires, cotisations incluses à 25% pour les 4 premières et à 50% au-delà. Passer aux 32 heures dans les métiers pénibles ou de nuit et favoriser leur généralisation par la négociation collective.|0||Programme|IFRAP|2022-01-20|2022-01-20
351| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Abroger la loi El Khomri et les ordonnances Pénicaud, rétablir la hiérarchie des normes sociales, le principe de faveur et les « Comité d’hygiène, de sécurité et des conditions de travail ».|0||Programme|IFRAP|2022-01-20|2022-01-20
352| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Interdire les licenciements boursiers et le versement de dividendes dans les entreprises ayant recours à des licenciements économiques.|0||Programme|IFRAP|2022-01-20|2022-01-20
353| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Réformer les tribunaux de commerce et les procédures de redressement et liquidation d’entreprise pour donner plus de pouvoirs aux salariés, empêcher les licenciements économiques d’être effectifs avant épuisement des recours.|0||Programme|IFRAP|2022-01-20|2022-01-20
354| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Garantir les pouvoirs de l’inspection du travail et des instances représentatives des salariés.|0||Programme|IFRAP|2022-01-20|2022-01-20
355| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Garantir la continuité du revenu en cas de perte d’emploi ou de retrait d’activité dans le cadre d’une sécurité sociale professionnelle. Assurer la continuité des droits personnels hors du contrat de travail (droit à la formation, ancienneté, etc.).|0||Programme|IFRAP|2022-01-20|2022-01-20
356| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Établir un « droit opposable à l’emploi » par l’embauche publique des chômeurs volontaires sur des tâches d’intérêt général.|0||Programme|IFRAP|2022-01-20|2022-01-20
357| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Généraliser une 6e semaine de congés payés pour tous les salariés.|0||Programme|IFRAP|2022-01-20|2022-01-20
358| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Convoquer une conférence nationale sur le partage du temps de travail et l’impact du progrès technologique, favoriser le passage à la semaine de quatre jours pour aller vers les 32 heures et appliquer les 32 heures pour les salariés en travail de nuit et les métiers pénibles.|0||Programme|IFRAP|2022-01-20|2022-01-20
359| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Revaloriser les métiers occupés majoritairement par des femmes et lutter contre le temps partiel contraint qui touche à 80% des femmes.|0||Programme|IFRAP|2022-01-20|2022-01-20
360| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Favoriser des congés parentaux de durée identique entre les parents.|0||Programme|IFRAP|2022-01-20|2022-01-20
361| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Instaurer un « contrat jeune » d’une durée de cinq ans, dans le secteur non marchand et public.|0||Programme|IFRAP|2022-01-20|2022-01-20
362| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Remettre en cause les autorisations de travail le dimanche.|0||Programme|IFRAP|2022-01-20|2022-01-20
363| Emplois & Economie|    Code du travail & temps de travail (35h)    | Jean-Luc Mélenchon|Requalifier les travailleurs des plateformes numériques en contrat de travail salarié.|0||Programme|IFRAP|2022-01-20|2022-01-20
364| Emplois & Economie|    Code du travail & temps de travail (35h)    | Valérie Pécresse|Mettre fin aux 35 heures et libéraliser le temps de travail. Il sera désormais négocié par branche ou par entreprise pour s’adapter aux nouvelles façons de travailler (télétravail, etc.), aux besoins des entreprises et aux attentes des salariés : il sera possible par accord de rester aux 35 heures ou d’adopter de nouveaux horaires. En l’absence d’accord, la durée du travail sera de 39 heures, qui seront payées 39 heures, soit 11% de plus qu’aux 35 heures, et en veillant à ce qu’aucun salarié n’y perde. |0||Programme|IFRAP|2022-01-20|2022-01-20
365| Emplois & Economie|    Code du travail & temps de travail (35h)    | Valérie Pécresse|Instaurer un congé parental aménageable, qui pourrait être pris à différents âges de l’enfant.|0||Programme|IFRAP|2022-01-20|2022-01-20
366| Emplois & Economie|    Code du travail & temps de travail (35h)    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
367| Emplois & Economie|    Code du travail & temps de travail (35h)    | Christiane Taubira |Contre l'uberisation : même travail = mêmes droits.|0||Programme|IFRAP|2022-01-20|2022-01-20
368| Emplois & Economie|    Code du travail & temps de travail (35h)    | Eric Zemmour |Augmenter les heures de travail pour passer à plus de 35h.|0||Programme|IFRAP|2022-01-20|2022-01-20
369| Emplois & Economie|    Code du travail & temps de travail (35h)    | Eric Zemmour |Mise en place d'un index pour évaluer la présence des seniors dans les entreprises, comme celui qui existe pour la parité femmes-hommes.|0||Programme|IFRAP|2022-01-20|2022-01-20
370| Emplois & Economie|    Dialogue social & syndicats    | Nicolas  Dupont-Aignan|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
371| Emplois & Economie|    Dialogue social & syndicats    | Anne Hidalgo|Lancer une politique de encourager massivement le syndicalisme.|0||Programme|IFRAP|2022-01-20|2022-01-20
372| Emplois & Economie|    Dialogue social & syndicats    | Anne Hidalgo|Les entreprises de plus de 1 000 salariés devront compter 50 % d’administrateurs salariés dans les conseils d’administration et de surveillance, ainsi que dans les comités qui en procèdent. Cette part sera de 33 % dans les entreprises de moins de 1 000 salariés.|0||Programme|IFRAP|2022-01-20|2022-01-20
373| Emplois & Economie|    Dialogue social & syndicats    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
374| Emplois & Economie|    Dialogue social & syndicats    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-01-20|2022-01-20
