|Theme|Sub-theme|Candidate|Proposition|Priority|Keywords|Data_origin|Data_source|Created_at|Updated_at
235| Politiques Publiques|    Laïcité    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
236| Politiques Publiques|    Laïcité    | Jean Lassalle |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
237| Politiques Publiques|    Laïcité    | Marine Le Pen|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
238| Politiques Publiques|    Laïcité    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
239| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Interdire aux ministres et préfets d’assister à des cérémonies religieuses, refuser l’attribution du titre de chanoine de Latran au Président de la République.|0||Programme|IFRAP|2022-03-14|2022-03-14
240| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Combattre tous les communautarismes et l’usage politique des religions.|0||Programme|IFRAP|2022-03-14|2022-03-14
241| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Refuser les financements publics d’édifices religieux, d’activités cultuelles et d’établissements confessionnels.|0||Programme|IFRAP|2022-03-14|2022-03-14
242| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Abroger le concordat d’Alsace-Moselle et les divers statuts spécifiques en vigueur dans les Outre-Mer.|0||Programme|IFRAP|2022-03-14|2022-03-14
243| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Garantir la présence d'une école publique laïque dans chaque commune du pays.|0||Programme|IFRAP|2022-03-14|2022-03-14
244| Politiques Publiques|    Laïcité    | Jean-Luc Mélenchon|Rétablir et augmenter les moyens et l'autonomie de la mission interministérielle de vigilance et de lutte contre les dérives sectaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
245| Politiques Publiques|    Laïcité    | Philippe  Poutou |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
246| Politiques Publiques|    Laïcité    | Valérie Pécresse|Interdiction du port du voile pour les auxiliaires de service public.|0||Programme|IFRAP|2022-03-14|2022-03-14
247| Politiques Publiques|    Laïcité    | Valérie Pécresse|Continuer de permettre le port du voile à l'université, lutter contre les hommes qui forcent leur femme à porter le voile.|0||Programme|IFRAP|2022-03-14|2022-03-14
248| Politiques Publiques|    Laïcité    | Valérie Pécresse|Préserver le droit au blasphème.|0||Programme|IFRAP|2022-03-14|2022-03-14
249| Politiques Publiques|    Laïcité    | Valérie Pécresse|Interdire le burkini à la piscine municipale.|0||Programme|IFRAP|2022-03-14|2022-03-14
250| Politiques Publiques|    Laïcité    | Valérie Pécresse|Imposer un serment de respect de la laïcité et des valeurs de la République au recrutement des agents publics des 3 fonctions publiques (Etat, hôpitaux et collectivités territoriales).|0||Programme|IFRAP|2022-03-14|2022-03-14
251| Politiques Publiques|    Laïcité    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
252| Politiques Publiques|    Laïcité    | Eric Zemmour |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
253| Politiques Publiques|    Logement & construction    | Nathalie Arthaud |Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
254| Politiques Publiques|    Logement & construction    | Nicolas  Dupont-Aignan|Politique d'accession à la propriété : élargissement du prêt à taux zéro, contrat de location accession pour les logements sociaux, garantie de l’Etat sur une partie de l’apport personnel.|0||Programme|IFRAP|2022-03-14|2022-03-14
255| Politiques Publiques|    Logement & construction    | Anne Hidalgo|Un grand plan pluriannuel de rénovation énergétique des bâtiments basé sur un nouveau dispositif : aucun frais à avancer au moment des travaux ; le remboursement, dont l’ampleur dépendra du niveau des revenus, se fera au moment de la revente ou de la succession.|0||Programme|IFRAP|2022-03-14|2022-03-14
256| Politiques Publiques|    Logement & construction    | Anne Hidalgo|Généraliser l'encadrement des loyers, de manière à s'assurer que les Français ne paient pas plus d'un tiers de leurs revenus pour se loger.|0||Programme|IFRAP|2022-03-14|2022-03-14
257| Politiques Publiques|    Logement & construction    | Anne Hidalgo|Relance de la construction de logements sociaux, qui sera portée à 150 000 logements par an, dont un tiers de logements très sociaux.|0||Programme|IFRAP|2022-03-14|2022-03-14
258| Politiques Publiques|    Logement & construction    | Anne Hidalgo|Incitation aux maires bâtisseurs et sanctions applicables pour ceux qui ne respectent pas l’obligation de 25 % de logements sociaux à 2025 (loi SRU).|0||Programme|IFRAP|2022-03-14|2022-03-14
259| Politiques Publiques|    Logement & construction    | Yannick Jadot|Chiffre clé 700 000 Nouveaux logements sociaux pour un coût de 12 milliards d'euros (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
260| Politiques Publiques|    Logement & construction    | Yannick Jadot|Nouvelle loi SRU imposant la réalisation de 30 % de logements sociaux avec :|0||Programme|IFRAP|2022-03-14|2022-03-14
261| Politiques Publiques|    Logement & construction    | Yannick Jadot|Les dotations publiques aux communes seront indexées sur l'effort de construction sociale et très sociale. |0||Programme|IFRAP|2022-03-14|2022-03-14
262| Politiques Publiques|    Logement & construction    | Yannick Jadot|Rénovation de 800 000 logements sociaux mal isolés et construction de 700 000 logements sociaux.|0||Programme|IFRAP|2022-03-14|2022-03-14
263| Politiques Publiques|    Logement & construction    | Yannick Jadot|Mettre en place une politique de rénovation des logements accessible aux ménages modestes, par exemple par une avance complète du coût des travaux par les énergéticiens.|0||Programme|IFRAP|2022-03-14|2022-03-14
264| Politiques Publiques|    Logement & construction    | Yannick Jadot|Réfection de patrimoines anciens ou la transformation d’immobilier de bureaux en habitation.|0||Programme|IFRAP|2022-03-14|2022-03-14
265| Politiques Publiques|    Logement & construction    | Yannick Jadot|Transférer la compétence de délivrance des autorisations d’urbanisme à l’Etat, le temps nécessaire à l’atteinte des quotas de la loi relative à la solidarité et au renouvellement urbain (SRU) de 2000.|0||Programme|IFRAP|2022-03-14|2022-03-14
266| Politiques Publiques|    Logement & construction    | Yannick Jadot|Mettre en place une assurance universelle sur les loyers.|0||Programme|IFRAP|2022-03-14|2022-03-14
267| Politiques Publiques|    Logement & construction    | Yannick Jadot|Mettre à disposition des collectivités des moyens de lutter réellement contre l’évaporation des logements via Airbnb et les autres plates-formes.|0||Programme|IFRAP|2022-03-14|2022-03-14
268| Politiques Publiques|    Logement & construction    | Jean Lassalle |Développer le principe de la location-accession pour faciliter l'accès à la propriété.|0||Programme|IFRAP|2022-03-14|2022-03-14
269| Politiques Publiques|    Logement & construction    | Jean Lassalle |Revenir sur la réforme 2020 des APL et augmenter l'allocation.|0||Programme|IFRAP|2022-03-14|2022-03-14
270| Politiques Publiques|    Logement & construction    | Jean Lassalle |Développer les solutions de logements pour les sans-abris : logements sociaux à bas loyer, développement l'accompagnement et les démarches administrations, améliorer la prévention. |0||Programme|IFRAP|2022-03-14|2022-03-14
271| Politiques Publiques|    Logement & construction    | Jean Lassalle |Développer les logements intergénérationnels.|0||Programme|IFRAP|2022-03-14|2022-03-14
272| Politiques Publiques|    Logement & construction    | Marine Le Pen|Réserver une part du parc de logements sociaux aux policiers.|0||Programme|IFRAP|2022-03-14|2022-03-14
273| Politiques Publiques|    Logement & construction    | Marine Le Pen|Construire 100 000 logements sociaux par an dont 20 000 en faveur des étudiants et jeunes travailleurs.|0||Programme|IFRAP|2022-03-14|2022-03-14
274| Politiques Publiques|    Logement & construction    | Marine Le Pen|Lancer un plan de réhabilitation de l’habitat ancien grâce à des aides efficaces.|0||Programme|IFRAP|2022-03-14|2022-03-14
275| Politiques Publiques|    Logement & construction    | Marine Le Pen|Créer un Fonds de Garantie des Loyers pour protéger les propriétaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
276| Politiques Publiques|    Logement & construction    | Emmanuel Macron|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
277| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Chiffre clé 200 000Construction de logements publics, par an et pendant 5 ans, pour un coût de 10 milliards d'euros (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
278| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|"Rendre la rénovation des logements ""passoires thermiques"" obligatoires avant toute mise en location. Rendre obligatoire un ""permis de louer"" dans toute la France et lancer un grand plan de rénovation des logements."|0||Programme|IFRAP|2022-03-14|2022-03-14
279| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Empêcher le droit de propriété privée de prévaloir sur la protection de l’eau, l’air, l’alimentation, le vivant, la santé, l’énergie, la monnaie.|0||Programme|IFRAP|2022-03-14|2022-03-14
280| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Interdire les expulsions locatives sans relogement.|0||Programme|IFRAP|2022-03-14|2022-03-14
281| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Construire 200 000 logements publics par an pendant 5 ans aux normes écologiques.|0||Programme|IFRAP|2022-03-14|2022-03-14
282| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Mettre en place une garantie universelle des loyers.|0||Programme|IFRAP|2022-03-14|2022-03-14
283| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Imposer les hautes transactions immobilières par une taxe progressive.|0||Programme|IFRAP|2022-03-14|2022-03-14
284| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|"Mettre en place un ""guichet unique"" public pour les propriétaires devant faire des rénovations et réduire l'impact écologique des travaux."|0||Programme|IFRAP|2022-03-14|2022-03-14
285| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Rehausser le quota de logements sociaux dans les villes à 30% et aggraver les sanctions contre les communes hors la loi.|0||Programme|IFRAP|2022-03-14|2022-03-14
286| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Encadrer les loyers partout sur le territoire et à la baisse dans les grandes villes.|0||Programme|IFRAP|2022-03-14|2022-03-14
287| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Imposer les hautes transactions immobilières par une taxe progressive pour financer la lutte contre le logement indigne.|0||Programme|IFRAP|2022-03-14|2022-03-14
288| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Réquisitionner les logements vides et les remettre sur le marché. Lutter contre la spéculation sur le logement en limitant les locations de courte durée.|0||Programme|IFRAP|2022-03-14|2022-03-14
289| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Construire 15 000 logements universitaires.  Créer 20 000 places d’hébergement d’urgence pour les femmes victimes de violence. Produire 20 000 logements par an en résidences sociales, comme les pensions de famille, pour renforcer le logement accompagné en substitution à l’hébergement d’urgence.|0||Programme|IFRAP|2022-03-14|2022-03-14
290| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Interdire les expulsions sans relogement.|0||Programme|IFRAP|2022-03-14|2022-03-14
291| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Revaloriser les aides personnelles au logement (APL), revenir sur leur baisse de 5 euros et supprimer leur “contemporanéisation” (ou calcul en “temps réel »).|0||Programme|IFRAP|2022-03-14|2022-03-14
292| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Sanctionner les syndics qui ne remplissent pas leurs obligations envers les locataires ou propriétaires habitant·es (chauffage, accès à l’eau, isolation, lutte contre les nuisibles, respect des normes, disponibilité…).|0||Programme|IFRAP|2022-03-14|2022-03-14
293| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Arrêter immédiatement les aides fiscales à l’investissement locatif privé. Imposer les hautes transactions immobilières. Augmenter la taxe sur les logements vacants en zones tendues à 50 % la première année et à 100 % la seconde.|0||Programme|IFRAP|2022-03-14|2022-03-14
294| Politiques Publiques|    Logement & construction    | Jean-Luc Mélenchon|Limiter, par un régime d’autorisation, la transformation de logements en locations touristiques professionnelles, soumettre à l’impôt les plateformes comme Airbnb. Les locations de courte durée des logements des propriétaires occupant·es seront limitées à une durée de 60 jours par an.|0||Programme|IFRAP|2022-03-14|2022-03-14
295| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Plan de sobriété énergétique ; isolation thermique de tous les logements.|0||Programme|IFRAP|2022-03-14|2022-03-14
296| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Arrêt des expulsions et réquisition des logements vides.|0||Programme|IFRAP|2022-03-14|2022-03-14
297| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Construction de 200 000 logements sociaux par an.|0||Programme|IFRAP|2022-03-14|2022-03-14
298| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Renationalisation des sociétés HLM.|0||Programme|IFRAP|2022-03-14|2022-03-14
299| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Blocage des loyers.|0||Programme|IFRAP|2022-03-14|2022-03-14
300| Politiques Publiques|    Logement & construction    | Philippe  Poutou |Interdiction des plateformes du type AirBnB au-delà du logement personnel.|0||Programme|IFRAP|2022-03-14|2022-03-14
301| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Chiffre clé 13 milliards De recettes en plus si les communes cèdent les 150 000 logements sociaux surnuméraires (30% loi SRU) (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
302| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Etendre le bénéfice du prêt à taux 0 à toute la France pour encourager les jeunes à acheter leur logement dans des zones rurales ou des villes moyennes, et participer ainsi à leur dynamisme.|-2||Programme|IFRAP|2022-03-14|2022-03-14
303| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Régionaliser les politiques du logement pour construire plus et mieux en donnant la possibilité de moduler l’offre de logements et les aides, comme le PTZ (Prêt à Taux Zéro) ou Ma Prime Rénov’, en fonction des besoins économiques, des transports et des particularités du territoire. Ces aides seront ainsi plus adaptées à la situation de chaque habitant au regard de son territoire.|0||Programme|IFRAP|2022-03-14|2022-03-14
304| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Simplifier la réglementation et mettre en place une fiscalité plus incitative pour transformer les bureaux en logements, l'objectif ZAN devant être évidemment adapté à la situation particulière des zones rurales.|0||Programme|IFRAP|2022-03-14|2022-03-14
305| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Investir sur les friches pour les rendre viables et ainsi libérer du foncier.|0||Programme|IFRAP|2022-03-14|2022-03-14
306| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Résorber les ghettos urbains avec un plafond anti ghetto qui limite à 30% la proportion de logements très sociaux dans une commune afin de promouvoir la mixité sociale, comme ce qui a été fait en Île-de-France depuis 2016.|0||Programme|IFRAP|2022-03-14|2022-03-14
307| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Garantir un droit au logement prioritaire des travailleurs de première ligne dans leur ville de résidence avec un triple objectif : protection de l’environnement, justice sociale et mixité sociale.|0||Programme|IFRAP|2022-03-14|2022-03-14
308| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Créer une garantie immobilière solidaire pour annuler les surprimes d’assurance que subissent les personnes en risque de santé quand elles veulent emprunter et ainsi leur permettre d’accéder au logement.|0||Programme|IFRAP|2022-03-14|2022-03-14
309| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Diviser par 4 le temps de jugement des recours contre les opérations immobilières afin que le jugement soit rendu en 6 mois.|0||Programme|IFRAP|2022-03-14|2022-03-14
310| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Généraliser le prêt à taux zéro pour les primo-accédants sur tout le territoire français et pas seulement dans les zones tendues.|0||Programme|IFRAP|2022-03-14|2022-03-14
311| Politiques Publiques|    Logement & construction    | Valérie Pécresse|Etendre le bénéfice du prêt à taux 0 à toute la France pour encourager les jeunes à acheter leur logement dans des zones rurales ou des villes moyennes, et participer ainsi à leur dynamisme.|0||Programme|IFRAP|2022-03-14|2022-03-14
312| Politiques Publiques|    Logement & construction    | Fabien Roussel|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
313| Politiques Publiques|    Logement & construction    | Eric Zemmour |Exonérer les primo-accédants d’un bien immobilier allant jusqu’à 250 000 euros des frais de notaire.|0||Programme|IFRAP|2022-03-14|2022-03-14
314| Politiques Publiques|    Logement & construction    | Eric Zemmour |Abroger la loi SRU.|0||Programme|IFRAP|2022-03-14|2022-03-14
315| Politiques Publiques|    Réforme des retraites    | Nathalie Arthaud |Chiffre clé 60 ans Nouvel âge de départ|1||Programme|IFRAP|2022-03-14|2022-03-14
316| Politiques Publiques|    Réforme des retraites    | Nathalie Arthaud |Avancer l'âge légal de départ à la retraite à 60 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
317| Politiques Publiques|    Réforme des retraites    | Nathalie Arthaud |Augmenter le minimum retraite à 2 000 euros net. |0||Programme|IFRAP|2022-03-14|2022-03-14
318| Politiques Publiques|    Réforme des retraites    | Nicolas  Dupont-Aignan|Indexation des retraites sur l’inflation.|0||Programme|IFRAP|2022-03-14|2022-03-14
319| Politiques Publiques|    Réforme des retraites    | Anne Hidalgo|Chiffre clé 62 ans Maintien de l'âge de départ à la retraite|1||Programme|IFRAP|2022-03-14|2022-03-14
320| Politiques Publiques|    Réforme des retraites    | Anne Hidalgo|L’âge légal de départ ne sera pas augmenté, il sera plafonné aux 62 ans actuels.|0||Programme|IFRAP|2022-03-14|2022-03-14
321| Politiques Publiques|    Réforme des retraites    | Anne Hidalgo|Revaloriser les petites retraites, en portant les montants nets du minimum vieillesse à 1 000 euros et du minimum contributif à 1 200 euros, et en permettant que chaque heure travaillée ouvre à cotisation pour la retraite.|0||Programme|IFRAP|2022-03-14|2022-03-14
322| Politiques Publiques|    Réforme des retraites    | Anne Hidalgo|Rétablir, en sus des 6 existants, les 4 critères de pénibilité supprimés par le président sortant (la manutention de charges lourdes, les postures pénibles, les vibrations mécaniques et l’exposition aux agents chimiques).|0||Programme|IFRAP|2022-03-14|2022-03-14
323| Politiques Publiques|    Réforme des retraites    | Yannick Jadot|Proposition non encore connue|-1||Programme|IFRAP|2022-03-14|2022-03-14
324| Politiques Publiques|    Réforme des retraites    | Jean Lassalle |Maintien de l'âge de départ à la retraite.|0||Programme|IFRAP|2022-03-14|2022-03-14
325| Politiques Publiques|    Réforme des retraites    | Jean Lassalle |Créer un organisme pour aider les actifs à calculer et à suivre les points acquis au cours de leur vie professionnelle. |0||Programme|IFRAP|2022-03-14|2022-03-14
326| Politiques Publiques|    Réforme des retraites    | Jean Lassalle |Maintenir le pouvoir d'achat des retraités face à l'inflation.|0||Programme|IFRAP|2022-03-14|2022-03-14
327| Politiques Publiques|    Réforme des retraites    | Jean Lassalle |Faire des retraités un 3ème partenaire social officiel notamment au CESE, au Conseil d'orientation des retraites et au Comité de suivi des retraites ainsi qu'à toutes les caisses qui les concernent. |0||Programme|IFRAP|2022-03-14|2022-03-14
328| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Chiffre clé 60 ansAvec 40 annuités de cotisation (pour ceux ayant commencé à travailler à 20 ans)|1||Programme|IFRAP|2022-03-14|2022-03-14
329| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Permettre à ceux qui ont commencé à travailler avant 20 ans pendant 40 annuités de prendre leur retraite à 60 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
330| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Refuser tout allongement de l’âge de départ à la retraite.|0||Programme|IFRAP|2022-03-14|2022-03-14
331| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Réindexer les retraites sur l’inflation pour un pouvoir d’achat respectueux d’une vie de travail.|0||Programme|IFRAP|2022-03-14|2022-03-14
332| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Revaloriser le minimum vieillesse à 1 000 € par mois et augmenter les petites retraites.|0||Programme|IFRAP|2022-03-14|2022-03-14
333| Politiques Publiques|    Réforme des retraites    | Marine Le Pen|Restaurer la demi-part fiscale en faveur des veuves et veufs.|0||Programme|IFRAP|2022-03-14|2022-03-14
334| Politiques Publiques|    Réforme des retraites    | Emmanuel Macron|En faveur de la suppression de certains régimes spéciaux et d'un report de l'âge à 65 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
335| Politiques Publiques|    Réforme des retraites    | Emmanuel Macron|Pour une retraite minimum à 1 100 euros.|0||Programme|IFRAP|2022-03-14|2022-03-14
336| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Chiffre clé 60 ansAvec 40 annuités de cotisations pour un coût entre 20 et 40 milliards d'euros par an en 2027 (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
337| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Rétablir la retraite à 60 ans et fixer la durée de cotisation pour une retraite complète à 40 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
338| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Abroger la retraite à point si jamais elle venait à être mise en place.|0||Programme|IFRAP|2022-03-14|2022-03-14
339| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Revaloriser les pensions de retraite au niveau du SMIC pour une carrière complète et porter le minimum vieillesse au niveau du seuil de pauvreté.|0||Programme|IFRAP|2022-03-14|2022-03-14
340| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Prendre en compte le RSA pour valider des trimestres en vue de la retraite.|0||Programme|IFRAP|2022-03-14|2022-03-14
341| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Augmenter de 0,25 point par an durant le quinquennat le taux de cotisation vieillesse et soumettre à cotisation les revenus d'intéressement, de participation, d'épargne salariale ainsi que les revenus financiers des entreprises.|0||Programme|IFRAP|2022-03-14|2022-03-14
342| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Indexer le montant des retraites sur les salaires.|0||Programme|IFRAP|2022-03-14|2022-03-14
343| Politiques Publiques|    Réforme des retraites    | Jean-Luc Mélenchon|Interdire au Fonds de réserve pour les retraites d'investir dans des secteurs polluants.|0||Programme|IFRAP|2022-03-14|2022-03-14
344| Politiques Publiques|    Réforme des retraites    | Philippe  Poutou |Retraite à 60 ans, 55 ans pour les travaux pénibles. Cela représente environ 60 milliards d’euros.|0||Programme|IFRAP|2022-03-14|2022-03-14
345| Politiques Publiques|    Réforme des retraites    | Valérie Pécresse|Chiffre clé 65 ansNouvel âge de départ à la retraite pour une économie de 14 milliards par an en 2027 (chiffrage iFRAP)|1||Programme|IFRAP|2022-03-14|2022-03-14
346| Politiques Publiques|    Réforme des retraites    | Valérie Pécresse|Engager la réforme des retraites tout en assurant une retraite minimum équivalente au SMIC (soit une augmentation de 25%).|0||Programme|IFRAP|2022-03-14|2022-03-14
347| Politiques Publiques|    Réforme des retraites    | Valérie Pécresse|Retraite à 65 ans dès 2030.|0||Programme|IFRAP|2022-03-14|2022-03-14
348| Politiques Publiques|    Réforme des retraites    | Valérie Pécresse|Augmentation de 39% les pensions de reversion des conjoints survivants lorsque ceux-ci n’ont pas acquis de droit personnel à pension.|0||Programme|IFRAP|2022-03-14|2022-03-14
349| Politiques Publiques|    Réforme des retraites    | Valérie Pécresse|Libérer l’accès au travail pour les retraités qui souhaitent garder ou reprendre une activité et supprimer les cotisations retraite pour le cumul emploi-retraite puisque la retraite a déjà été liquidée.|0||Programme|IFRAP|2022-03-14|2022-03-14
350| Politiques Publiques|    Réforme des retraites    | Fabien Roussel|Chiffre clé 60 ansAge de départ à la retraite|1||Programme|IFRAP|2022-03-14|2022-03-14
351| Politiques Publiques|    Réforme des retraites    | Fabien Roussel|Aucune pension ne pourra être inférieur à 1 200 euros net et la demi-part des veuves et des veufs sera rétablie.|0||Programme|IFRAP|2022-03-14|2022-03-14
352| Politiques Publiques|    Réforme des retraites    | Fabien Roussel|Rétablir la retraite à 60 ans, à taux plein : la pension atteindra 75% du revenu net d'activité dans le secteur public comme dans le secteur privé. Dans le privé, le calcul s'effectura sur la base des 10 meilleures années de salaires avec les primes. Pour les agents du public, il existera un droit d'option la plus favorable entre les 10 meilleures années de salaires avec les primes ou les 6 derniers mois de traitement indiciaire. |0||Programme|IFRAP|2022-03-14|2022-03-14
353| Politiques Publiques|    Réforme des retraites    | Eric Zemmour |Chiffre clé 64 ans Nouvel âge de départ à la retraite|1||Programme|IFRAP|2022-03-14|2022-03-14
354| Politiques Publiques|    Réforme des retraites    | Eric Zemmour |Age légal de la retraite à 64 ans.|0||Programme|IFRAP|2022-03-14|2022-03-14
355| Politiques Publiques|    Santé & crise sanitaire    | Nathalie Arthaud |Créer des postes dans les Ehpad et dans l'hôpital public.|0||Programme|IFRAP|2022-03-14|2022-03-14
356| Politiques Publiques|    Santé & crise sanitaire    | Nathalie Arthaud |Lever les brevets des vaccins contre le Covid.|0||Programme|IFRAP|2022-03-14|2022-03-14
357| Politiques Publiques|    Santé & crise sanitaire    | Nathalie Arthaud |Mettre en place la gratuité des soins.|0||Programme|IFRAP|2022-03-14|2022-03-14
358| Politiques Publiques|    Santé & crise sanitaire    | Nicolas  Dupont-Aignan|Chiffre clé 20 000Ouvertures de lits à l'hôpital|1||Programme|IFRAP|2022-03-14|2022-03-14
359| Politiques Publiques|    Santé & crise sanitaire    | Nicolas  Dupont-Aignan|Ouverture d’un nouvel établissement de santé par département (hôpital, maternité, etc.), pour un total de 20 000 nouveaux lits.|0||Programme|IFRAP|2022-03-14|2022-03-14
360| Politiques Publiques|    Santé & crise sanitaire    | Nicolas  Dupont-Aignan|Création d'une bourse pour les étudiants en médecine en échange de laquelle ils s’engageront à s’installer dans une zone sous-dotée pendant leurs 5 premières années.|0||Programme|IFRAP|2022-03-14|2022-03-14
361| Politiques Publiques|    Santé & crise sanitaire    | Nicolas  Dupont-Aignan|Relocalisation de la production des médicaments principaux et stratégiques : création d’un seuil de 50% de production en France pour qu'un médicament soit remboursé par la Sécurité sociale.|0||Programme|IFRAP|2022-03-14|2022-03-14
362| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Le financement de l’hôpital public et de la santé publique sera transformé : fini l’ONDAM et fonder les modalités d’évolution et de maîtrise de nos dépenses de santé sur des Objectifs Nationaux de Santé Publique (ONSP). Ces ONSP seront débattus par le Parlement chaque année au premier semestre, précédant ainsi les lois de financement de la Sécurité sociale. |0||Programme|IFRAP|2022-03-14|2022-03-14
363| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Empêcher la fermeture de 5 700 lits d'hopitaux.|0||Programme|IFRAP|2022-03-14|2022-03-14
364| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Les règles de tarification à l’acte aujourd’hui en vigueur, seront modifiées afin de garantir les ressources de l’hôpital public par une dotation correspondant aux besoins de santé de la population desservie. |0||Programme|IFRAP|2022-03-14|2022-03-14
365| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo| Pour soulager les urgences, faire en sorte que les médecins libéraux reprennent des permanences, principalement le week-end, et qu’elles soient connues de tous.|0||Programme|IFRAP|2022-03-14|2022-03-14
366| Politiques Publiques|    Santé & crise sanitaire    | Anne Hidalgo|Accroître les capacités d’accueil de nos facultés de médecine afin qu’elles forment, ce qui est nécessaire, jusqu’à 15 000 nouveaux médecins par an. Porter aussi les formations de soignants à 1 250 sages-femmes par an, 25 000 infirmiers et aides-soignants, 5 000 logisticiens, techniciens et agents hospitaliers. Poursuivre la revalorisation de leurs rémunérations et de leurs carrières pour rendre les métiers de l’hôpital à nouveau attractifs. |0||Programme|IFRAP|2022-03-14|2022-03-14
367| Politiques Publiques|    Santé & crise sanitaire    | Yannick Jadot|Lancer un vrai SÉGUR de la Santé pour revaloriser l'engagement des soignant·es, augmenter les effectifs et repenser la gouvernance de l'hôpital.|0||Programme|IFRAP|2022-03-14|2022-03-14
368| Politiques Publiques|    Santé & crise sanitaire    | Yannick Jadot|Retour à la gratuité des tests Covid.|0||Programme|IFRAP|2022-03-14|2022-03-14
